GEOID_Data,owner,renter,white_owner,white_renter,black_owner,black_renter,other_owner,other_renter,nhisp_white_owner,nhisp_white_renter,hisp_owner,hisp_renter,nhisp_owner,nhisp_renter
14000US17031221000,0.32267168391345247,0.6773283160865475,0.3612273361227336,0.6387726638772664,0.3076923076923077,0.6923076923076923,0.2277580071174377,0.7722419928825622,0.3286290322580645,0.6713709677419355,0.3218884120171674,0.6781115879828327,0.3232830820770519,0.6767169179229481
14000US17031221100,0.31079065141720535,0.6892093485827946,0.31530249110320285,0.6846975088967971,0.0,1.0,0.3831578947368421,0.6168421052631579,0.33935361216730037,0.6606463878326996,0.2427652733118971,0.7572347266881029,0.3412526997840173,0.6587473002159827
14000US17031242800,0.5818181818181818,0.41818181818181815,0.577922077922078,0.42207792207792205,,,0.6363636363636364,0.36363636363636365,0.5638686131386861,0.43613138686131386,0.6185567010309279,0.38144329896907214,0.5754884547069272,0.42451154529307283
14000US17031242900,0.5361596009975063,0.46384039900249374,0.5456110154905336,0.45438898450946646,0.3898305084745763,0.6101694915254238,0.5555555555555556,0.4444444444444444,0.5769944341372912,0.4230055658627087,0.4122137404580153,0.5877862595419847,0.5603576751117735,0.4396423248882265
14000US17031243000,0.5245597775718258,0.47544022242817424,0.45466321243523317,0.5453367875647669,1.0,0.0,0.6902356902356902,0.30976430976430974,0.44312169312169314,0.5568783068783069,0.7932960893854749,0.20670391061452514,0.4711111111111111,0.5288888888888889
14000US17031243100,0.5074152542372882,0.4925847457627119,0.5705794947994056,0.4294205052005943,0.0,1.0,0.35185185185185186,0.6481481481481481,0.573170731707317,0.4268292682926829,0.3856655290102389,0.6143344709897611,0.5622119815668203,0.4377880184331797
14000US17031243200,0.6031746031746031,0.3968253968253968,0.5436507936507936,0.45634920634920634,0.8571428571428571,0.14285714285714285,0.6974789915966386,0.3025210084033613,0.5315870570107858,0.46841294298921415,0.5772357723577236,0.42276422764227645,0.6067796610169491,0.39322033898305087
14000US17031243300,0.34971796937953264,0.6502820306204674,0.3674089068825911,0.6325910931174089,0.7708333333333334,0.22916666666666666,0.16585365853658537,0.8341463414634146,0.34846765039727584,0.6515323496027242,0.2641509433962264,0.7358490566037735,0.3673469387755102,0.6326530612244898
14000US17031243400,0.3950617283950617,0.6049382716049383,0.4571159283694628,0.5428840716305372,0.0,1.0,0.22180451127819548,0.7781954887218046,0.42483660130718953,0.5751633986928104,0.386986301369863,0.613013698630137,0.3972350230414747,0.6027649769585254
14000US17031071400,0.4852481777160708,0.5147518222839292,0.5359160613397902,0.46408393866020986,0.0,1.0,0.2147239263803681,0.7852760736196319,0.5451532725766363,0.45484672742336374,0.09022556390977443,0.9097744360902256,0.5043668122270742,0.49563318777292575
14000US17031110400,0.6587301587301587,0.3412698412698413,0.6824417009602195,0.3175582990397805,0.6222222222222222,0.37777777777777777,0.5736434108527132,0.4263565891472868,0.6860643185298622,0.31393568147013784,0.5279805352798054,0.4720194647201946,0.6950642325895876,0.30493576741041245
